ABOX;TBOX;POS;POS_size;POS_density;ABox_size;ABox_load_time;Conflicts_size;Conflicts_time;pi_repair_size;pi_repair_time;pi_repair_total_time;cl-ABox_size;cl-ABox_time;cl_pi_repair_size;cpi_repair++_size;cpi_repair++_time;cpi_repair++_total_time;only cpi-repair
University0_p_0.000005.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.9;;;75671;0.392999887466431;1;2.45500016212463;8919;11.3339998722076;14.1819999217987;37088;2.46199989318848;12638;21557;5.60399985313416;115.207999944687;0
University0_p_0.000005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.3;;;75671;0.20199990272522;83;2.54399991035461;9546;1.30900001525879;4.05499982833862;37088;2.19700002670288;13150;22696;0.488000154495239;95.5730001926422;0
University0_p_0.000005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.5;;;75671;0.20199990272522;121;2.62599992752075;14716;2.03500008583069;4.86299991607666;37088;2.15100002288818;17874;32590;0.316999912261963;83.2450001239777;0
University0_p_0.000005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.7;;;75671;0.171000003814697;1;2.41200017929077;1155;0.680999994277954;3.26400017738342;37088;2.08500003814697;2307;3462;0.276999950408936;132.054000139236;0
University0_p_0.000005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.9;;;75671;0.176000118255615;1;2.36999988555908;1787;0.625999927520752;3.17199993133545;37088;2.18599987030029;3413;5200;0.26800012588501;126.788000106812;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos100_prob_0.3;;;75679;0.222999811172485;11;3.5310001373291;0;0.312999963760376;4.06699991226196;37102;2.84299993515015;0;869;0.390000104904175;185.542000055313;869
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos750_prob_0.3;;;75679;0.20199990272522;62;2.6470000743866;5689;0.788000106811523;3.63700008392334;37102;2.14699983596802;9136;14845;0.525999784469605;109.732999801636;20
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos100_prob_0.5;;;75679;0.296000003814697;8;3.72000002861023;2971;0.302000045776367;4.31800007820129;37102;2.72699999809265;5381;8352;0.230999946594238;162.816999912262;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos100_prob_0.7;;;75679;0.279000043869019;1;4.07500004768372;3002;0.473999977111816;4.82800006866455;37102;3.09599995613098;5401;8403;0.111999988555908;156.932999849319;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos100_prob_0.9;;;75679;0.309999942779541;2;3.53200006484985;5880;0.391999959945679;4.23399996757507;37102;5.0239999294281;9265;15145;0.089999914169312;167.621999979019;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3;;;75679;0.180999994277954;5;2.58800005912781;5717;0.801999807357788;3.57099986076355;37102;2.13399982452393;9115;14832;0.467999935150147;107.434000015259;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.5;;;75679;0.205000162124634;5;2.59200000762939;10428;0.881999969482422;3.67900013923645;37102;2.25399994850159;13895;24323;0.437999963760376;95.5620000362396;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.7;;;75679;0.177999973297119;2;2.63899993896484;2706;0.940999984741211;3.75799989700317;37102;2.09600019454956;4895;7601;0.47000002861023;123.164999961853;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.9;;;75679;0.226999998092651;1;2.6029999256134;3340;0.886000156402588;3.71600008010864;37102;2.12099981307983;5914;9254;0.414000034332275;119.457000017166;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos250_prob_0.3;;;75679;0.236000061035156;2;2.96799993515015;4203;0.410000085830689;3.61500000953674;37102;2.70699977874756;7072;11275;0.161999940872192;144.135999917984;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos250_prob_0.5;;;75679;0.260999917984009;40;3.65499997138977;2458;0.379000186920166;4.29500007629395;37102;2.68799996376038;4485;6943;0.337999820709229;155.738999843597;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos250_prob_0.7;;;75679;0.257999897003174;1;3.82300019264221;4186;0.620999813079834;4.70199990272522;37102;4.32200002670288;7119;11305;0.095999956130981;163.451999902725;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos250_prob_0.9;;;75679;0.178999900817871;1;7.02799987792969;17403;0.656000137329102;7.86299991607666;37102;2.88599991798401;19902;37305;0.134999990463257;101.069000005722;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.3;;;75679;0.272000074386597;1;2.56900000572205;3512;3.1729998588562;6.01399993896484;37102;2.10500001907349;6061;9573;2.57500004768372;124.84500002861;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.5;;;75679;0.197999954223633;1;2.58500003814697;6867;3.26600003242493;6.04900002479553;37102;2.20599985122681;10364;17231;2.31900000572205;109.493000030518;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.7;;;75679;0.265000104904175;1;2.58399987220764;14286;3.05900001525879;5.90799999237061;37102;2.18899989128113;17286;31572;2.00399994850159;86.6959998607635;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.9;;;75679;0.250999927520752;2;2.62400007247925;5915;3.04900002479553;5.92400002479553;37102;2.22100019454956;9111;15026;1.89100003242493;112.947000026703;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos50_prob_0.3;;;75679;0.193000078201294;3;4.06900000572205;2931;0.407000064849854;4.66900014877319;37102;3.8510000705719;5237;8168;0.125;157.302999973297;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos50_prob_0.5;;;75679;0.281000137329102;111;2.81299996376038;5848;0.282999992370606;3.37700009346008;37102;2.32799983024597;9192;15040;0.831000089645386;143.679000139236;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos50_prob_0.7;;;75679;0.23199987411499;4;2.90000009536743;0;0.404999971389771;3.53699994087219;37102;2.78199982643127;0;0;0.168999910354614;173.708999872208;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos50_prob_0.9;;;75679;0.273999929428101;1;4.32800006866455;5933;0.492000102996826;5.09400010108948;37102;3.05800008773804;9156;15089;0.078000068664551;138.275000095367;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos500_prob_0.3;;;75679;0.196000099182129;1;2.53699994087219;5480;0.543999910354614;3.27699995040894;37102;2.12199997901916;8690;14170;0.203999996185303;106.972999811172;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos500_prob_0.5;;;75679;0.197000026702881;30;2.53299999237061;3341;0.45799994468689;3.18799996376038;37102;2.17700004577637;5858;9199;0.230000019073486;117.282999992371;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos500_prob_0.7;;;75679;0.151000022888184;1;2.63599991798401;953;0.53600001335144;3.32299995422363;37102;2.15000009536743;1940;2893;0.193000078201294;134.828999996185;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos500_prob_0.9;;;75679;0.196000099182129;55;2.68599987030029;8531;0.692000150680542;3.57400012016296;37102;2.14300012588501;11973;20504;0.171999931335449;98.944000005722;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.3;;;75679;0.476999998092651;1;2.58399987220764;2909;11.1960000991821;14.2569999694824;37102;2.40700006484985;5245;8154;9.56900000572205;145.832999944687;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.5;;;75679;0.473000049591064;1;2.63499999046326;4134;11.1610000133514;14.2690000534058;37102;2.40300011634827;7048;11182;8.67700004577637;139.624000072479;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.7;;;75679;0.394000053405762;1;2.64299988746643;4485;11.2929999828339;14.3299999237061;37102;2.37999987602234;7579;12064;6.54100012779236;133.998000144959;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.9;;;75679;0.442999839782715;1;2.56400012969971;3388;11.1189999580383;14.1259999275208;37102;2.29699993133545;5865;9253;7.55600023269653;140.766000032425;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos750_prob_0.5;;;75679;0.205999851226807;59;2.75;9696;1.02400016784668;3.98000001907349;37102;2.08399987220764;13311;23007;0.338000059127808;95.4909999370575;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos750_prob_0.7;;;75679;0.171000003814697;22;2.57400012016296;986;0.589999914169312;3.33500003814697;37102;2.13399982452393;1939;2925;0.36899995803833;133.893999814987;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos750_prob_0.9;;;75679;0.197000026702881;2;2.57299995422363;215;0.59600019454956;3.36600017547607;37102;2.10700011253357;473;688;0.302999973297119;140.30999994278;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos100_prob_0.3;;;75678;0.272000074386597;2;3.14800000190735;0;0.261999845504761;3.68199992179871;37116;3.02199983596802;0;0;0.174999952316284;187.683000087738;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos100_prob_0.5;;;75678;0.311000108718872;82;3.2739999294281;5785;0.540999889373779;4.12599992752075;37116;3.44599986076355;9104;14889;0.48799991607666;145.046000003815;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos100_prob_0.7;;;75678;0.329999923706055;1;3.75100016593933;17021;0.483999967575073;4.56500005722046;37116;2.79999995231628;19492;36513;0.103000164031982;102.263000011444;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos100_prob_0.9;;;75678;0.296000003814697;3;3.55200004577637;15639;0.390999794006348;4.23899984359741;37116;2.78800010681152;18385;34024;0.089999914169312;102.955999851227;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3;;;75678;0.205999851226807;1;3.18099999427795;1774;0.891000032424927;4.27799987792969;37116;2.04299998283386;3373;5147;0.437000036239624;127.94000005722;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3;;;75678;0.278999805450439;169;3.21800017356873;22804;4.88399982452393;8.38099980354309;37116;2.21599984169006;23453;46257;0.54800009727478;74.7410001754761;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.5;;;75678;0.172000169754028;4;2.58799982070923;283;0.833000183105469;3.59300017356873;37116;2.13300013542175;583;866;0.452000141143799;147.046000003815;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.5;;;75678;0.227999925613403;8;2.53400015830994;646;0.832000017166138;3.59400010108948;37116;2.1399998664856;1370;2016;0.471999883651733;136.205999851227;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.7;;;75678;0.203999996185303;82;2.8050000667572;11575;1.77799987792969;4.78699994087219;37116;2.10199999809265;15023;26598;0.395000219345093;90.364000082016;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.7;;;75678;0.20799994468689;44;2.55099987983704;5597;1.13300013542175;3.89199995994568;37116;2.18499994277954;8917;14514;0.539999961853027;109.846999883652;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.9;;;75678;0.220000028610229;1;3.96399998664856;13165;0.927999973297119;5.11199998855591;37116;2.0310001373291;16472;29637;0.343999862670898;83.4689998626709;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.9;;;75678;0.226000070571899;1;2.55299997329712;1229;0.901000022888184;3.6800000667572;37116;2.09000015258789;2467;3696;0.463000059127808;132.321000099182;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos250_prob_0.3;;;75678;0.170000076293945;162;3.20599985122681;4699;0.597000122070313;3.97300004959106;37116;3.13100004196167;7689;12388;2.07299995422363;139.023000001907;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos250_prob_0.5;;;75678;0.26200008392334;1;2.8289999961853;10280;0.421999931335449;3.51300001144409;37116;2.36899995803833;14000;24280;0.102999925613403;111.251999855042;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos250_prob_0.7;;;75678;0.189000129699707;1;3.6399998664856;4229;0.459000110626221;4.28800010681152;37116;2.89299988746643;7207;11436;0.126999855041504;148.238999843597;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos250_prob_0.9;;;75678;0.306999921798706;1;3.20900011062622;15162;0.38100004196167;3.8970000743866;37116;2.90800023078918;18047;33209;0.081000089645386;111.634000062943;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.3;;;75678;0.230999946594238;81;3.56900000572205;8804;4.6100001335144;8.41000008583069;37116;2.18799996376038;12477;21281;2.58100008964539;106.59700012207;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.5;;;75678;0.279000043869019;3;2.54399991035461;12259;3.33800005912781;6.16100001335144;37116;2.21600008010864;15630;27889;2.06900000572205;91.2860000133514;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.7;;;75678;0.272000074386597;3;2.52900004386902;12276;3.05900001525879;5.8600001335144;37116;2.22099995613098;15593;27869;2.21700000762939;91.6319999694824;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.9;;;75678;0.216000080108643;55;2.73099994659424;8282;4.52300000190735;7.47099995613098;37116;2.26699995994568;11891;20173;1.89900016784668;106.239000082016;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos50_prob_0.3;;;75678;0.330999851226807;4;3.89100003242493;3041;0.33899998664856;4.56099987030029;37116;2.49499988555908;5471;8512;0.184000015258789;135.339999914169;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos50_prob_0.5;;;75678;0.312999963760376;199;3.44799995422363;11330;0.723999977111816;4.48499989509583;37116;2.57200002670288;14811;26141;0.690999984741211;118.646000146866;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos50_prob_0.7;;;75678;0.188000202178955;80;2.92999982833862;2978;0.342000007629395;3.46000003814697;37116;3.81800007820129;5399;8377;0.416000127792358;160.28400015831;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos50_prob_0.9;;;75678;0.155999898910522;23;2.93600010871887;0;0.335000038146973;3.42700004577637;37116;2.48900008201599;0;0;0.140000104904175;176.233000040054;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos500_prob_0.3;;;75678;0.184000015258789;1;2.48499989509583;2984;0.541000127792358;3.21000003814697;37116;2.15499997138977;5244;8228;0.21399998664856;119.246999979019;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos500_prob_0.5;;;75678;0.202000141143799;31;2.55299997329712;2475;0.465999841690064;3.22099995613098;37116;2.10899996757507;4487;6962;0.238000154495239;123.223999977112;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos500_prob_0.7;;;75678;0.203999996185303;5;2.49300003051758;0;0.43999981880188;3.13699984550476;37116;2.15299987792969;0;0;0.200999975204468;138.99799990654;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos500_prob_0.9;;;75678;0.200999975204468;64;2.65500020980835;9591;0.745999813079834;3.60199999809265;37116;2.17600011825562;13199;22790;0.194999933242798;93.5119998455048;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.3;;;75678;0.437000036239624;5;2.625;592;11.3359999656677;14.3980000019074;37116;2.34400010108948;1220;1812;8.93200016021729;164.342000007629;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.5;;;75678;0.47000002861023;1;2.71599984169006;1442;11.7369999885559;14.9229998588562;37116;2.38599991798401;2732;4174;8.5479998588562;156.710000038147;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.7;;;75678;0.358999967575073;2;2.84100008010864;6844;11.702999830246;14.9029998779297;37116;2.37599992752075;10345;17189;8.60099983215332;125.234999895096;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.9;;;75678;0.464999914169311;5;2.73699998855591;9471;11.7950000762939;14.9969999790192;37116;2.42899990081787;12980;22451;4.02900004386902;112.398999929428;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos750_prob_0.3;;;75678;0.207000017166138;107;2.73699998855591;6355;1.07800006866455;4.0220000743866;37116;2.48399996757507;9789;16144;0.730999946594238;121.802999973297;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos750_prob_0.5;;;75678;0.217000007629395;1;2.57099986076355;6174;0.593000173568726;3.38100004196167;37116;2.17000007629395;9528;15702;0.287999868392944;106.080999851227;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos750_prob_0.7;;;75678;0.200999975204468;1;2.49400019645691;5684;0.563999891281128;3.2590000629425;37116;2.10399985313416;9004;14688;0.306999921798706;106.766000032425;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos750_prob_0.9;;;75678;0.189000129699707;1;2.49199986457825;4664;0.703999996185303;3.38499999046326;37116;2.08999991416931;7628;12292;0.313999891281128;112.612999916077;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.3;;;75718;0.241000175476074;27;4.71999979019165;3498;4.40100002288818;9.36199998855591;37186;3.07699990272522;5969;9469;2.93399977684021;156.329999923706;2
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.3;;;75718;0.20799994468689;195;4.55599999427795;0;0.571000099182129;5.33599996566772;37186;2.91899991035461;0;0;3.92899990081787;188.403000116348;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.5;;;75718;0.190999984741211;66;3.78600001335144;0;0.312999963760376;4.28999996185303;37186;4.17900013923645;0;0;0.894000053405762;193.918999910355;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.7;;;75718;0.319000005722046;101;3.57399988174438;1508;0.305999994277954;4.19899988174439;37186;3.09899997711182;2950;4458;0.516999959945679;166.873999834061;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.9;;;75718;0.319999933242798;38;3.58100008964539;2967;0.319000005722046;4.22000002861023;37186;4.95700001716614;5363;8330;0.151999950408936;164.565999984741;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3;;;75718;0.332000017166138;10;4.15799999237061;302;1.19700002670288;5.68700003623962;37186;2.59899997711182;677;979;0.986000061035156;175.453000068665;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.5;;;75718;0.167999982833862;3;3.80800008773804;5623;1.15100002288818;5.12700009346008;37186;2.50999999046326;9031;14654;0.459999799728394;138.118999958038;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.7;;;75718;0.384999990463257;10;4.76600003242493;951;1.82799983024597;6.97899985313416;37186;3.88199996948242;1996;2947;0.489000082015991;171.262000083923;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.9;;;75718;0.154999971389771;10;3.05699992179871;1067;0.816999912261963;4.02899980545044;37186;2.41799998283386;2134;3201;0.458999872207642;159.490999937057;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos250_prob_0.3;;;75718;0.312000036239624;37;4.23899984359741;1201;0.384000062942505;4.93499994277954;37186;2.62199997901916;2378;3579;0.743000030517578;163.468999862671;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos250_prob_0.5;;;75718;0.286999940872192;22;4.73900008201599;0;0.370999813079834;5.39699983596802;37186;3.52600002288818;0;0;0.396999835968018;179.119999885559;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos250_prob_0.7;;;75718;0.171000003814697;2;3.37999987602234;0;0.415000200271606;3.96600008010864;37186;2.73799991607666;0;0;0.198999881744385;174.725999832153;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos250_prob_0.9;;;75718;0.346999883651733;12;4.12800002098084;1306;0.522000074386597;4.99699997901917;37186;2.61700010299683;2553;3859;0.125;166.890000104904;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.5;;;75718;0.359999895095825;1;6.39499998092651;5245;4.40900015830994;11.1640000343323;37186;2.74900007247925;8353;13598;2.96399998664856;153.359999895096;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.7;;;75718;0.526000022888184;1;4.41600012779236;1958;4.04999995231628;8.99200010299683;37186;3.18599987030029;3739;5697;3.61700010299683;179.548000097275;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.9;;;75718;0.401999950408936;1;4.67599987983704;1375;4.18300008773804;9.26099991798401;37186;2.83800005912781;2673;4048;2.99799990653992;188.832000017166;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.3;;;75718;0.210000038146973;249;2.88300013542175;0;0.203999996185303;3.29700016975403;37186;2.02999997138977;0;0;1.9539999961853;135.552999973297;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.5;;;75718;0.208999872207642;21;3.02999997138977;0;0.312000036239624;3.55099987983704;37186;2.27999997138977;0;0;0.188999891281128;141.634999990463;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.7;;;75718;0.233999967575073;1;4.64800000190735;0;0.348000049591064;5.23000001907349;37186;2.6560001373291;0;0;0.100000143051147;180.115999937058;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.9;;;75718;0.308000087738037;45;3.31900000572205;0;0.274999856948853;3.90199995040894;37186;3.02600002288818;0;0;0.24399995803833;184.967000007629;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.3;;;75718;0.392999887466431;37;4.57599997520447;2718;0.690000057220459;5.65899991989136;37186;2.757000207901;4984;7702;0.618000030517578;173.972999811172;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.5;;;75718;0.288000106811523;29;3.65499997138977;0;0.677999973297119;4.62100005149841;37186;2.73199987411499;0;0;0.424999952316284;191.325000047684;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.7;;;75718;0.266999959945679;10;3.51399993896484;0;0.578999996185303;4.35999989509583;37186;3.18200016021729;0;0;0.226000070571899;189.552999973297;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.9;;;75718;0.402999877929688;17;4.51300001144409;1456;0.828999996185303;5.74499988555908;37186;3.07999992370605;2878;4334;0.224999904632568;159.121999979019;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.3;;;75718;0.390000104904175;5;4.49000000953674;590;23.2200000286102;28.1000001430511;37186;4.42300009727478;1245;1835;10.8220000267029;203.400000095367;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.5;;;75718;0.605000019073486;1;7.08400011062622;779;15.4789998531342;23.1679999828339;37186;2.77999997138977;1669;2448;10.1590001583099;197.014000177383;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.7;;;75718;0.327999830245972;1;4.61700010299683;2766;12.930999994278;17.8759999275208;37186;3.06800007820129;4958;7724;8.86800003051758;187.907999992371;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.9;;;75718;0.470999956130982;6;4.44500017166138;1048;13.8699998855591;18.7860000133514;37186;2.95900011062622;2041;3089;9.23000001907349;198.767000198364;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.3;;;75718;0.217999935150146;59;3.57200002670288;5856;1.2810001373291;5.07100009918213;37186;2.58899998664856;9136;14992;0.754000186920166;130.894999980927;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.5;;;75718;0.226999998092651;23;3.72499990463257;3041;0.832000017166138;4.78399991989136;37186;3.50099992752075;5434;8475;0.466000080108643;150.573999881744;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.7;;;75718;0.315999984741211;1;3.6729998588562;0;0.904000043869019;4.89299988746643;37186;2.9300000667572;0;0;0.312000036239624;174.457000017166;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.9;;;75718;0.187000036239624;1;3.78799986839294;227;0.975000143051147;4.95000004768372;37186;2.65400004386902;498;725;0.343999862670898;181.833999872208;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_0.3;;;75842;0.289999961853027;359;5.38100004196167;0;0.355000019073486;6.02600002288818;37394;6.4689998626709;0;0;7.4300000667572;194.332999944687;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_0.5;;;75842;0.194999933242798;119;4.46700000762939;1549;0.41700005531311;5.0789999961853;37394;2.95900011062622;3015;4564;1.64000010490417;160.049999952316;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_0.7;;;75842;0.315999984741211;35;4.45999979972839;0;0.313000202178955;5.08899998664856;37394;3.17799997329712;0;0;0.312000036239624;177.84500002861;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_0.9;;;75842;0.278000116348267;23;4.11500000953674;0;0.218999862670898;4.61199998855591;37394;2.97900009155273;0;0;0.144999980926514;179.551999807358;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3;;;75842;0.265000104904175;3;5.17700004577637;2378;1.09699988365173;6.53900003433228;37394;3.19899988174438;4456;6834;0.592999935150147;168.253000020981;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.5;;;75842;0.292999982833862;2;4.88100004196167;140;1.25499987602234;6.42899990081787;37394;2.46200013160706;298;438;0.568000078201294;184.584000110626;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.7;;;75842;0.331000089645386;9;4.78499984741211;301;1.11500000953674;6.23099994659424;37394;3.07500004768372;648;949;0.505000114440918;179.861999988556;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.9;;;75842;0.164999961853027;1;4.68600010871887;0;0.940999984741211;5.79200005531311;37394;2.57299995422363;0;0;0.483999967575073;182.706000089645;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos250_prob_0.3;;;75842;0.25;7;4.66599988937378;0;0.346000194549561;5.26200008392334;37394;2.87299990653992;0;0;0.315999984741211;191.675999879837;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos250_prob_0.5;;;75842;0.492000102996826;13;9.96399998664856;0;1.09699988365173;11.5599999427795;37394;3.48299980163574;0;0;0.305000066757202;183.578999996185;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos250_prob_0.7;;;75842;0.21399998664856;2;4.57699990272522;1226;0.335000038146973;5.12599992752075;37394;3.04100012779236;2447;3673;0.128000020980835;175.96799993515;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos250_prob_0.9;;;75842;0.20799994468689;1;4.4850001335144;600;0.447999954223633;5.14100003242493;37394;2.57299995422363;1284;1884;0.10699987411499;173.034999847412;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.3;;;75842;0.382999897003174;1;6.007000207901;1531;4.08799982070923;10.4779999256134;37394;2.73300004005432;2949;4480;2.84999990463257;161.588000059128;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.5;;;75842;0.674000024795532;4;8.08200001716614;0;4.45499992370606;13.2109999656677;37394;3.52100014686584;0;0;2.86900019645691;192.924000024796;0
