ABOX;TBOX;POS;POS_size;POS_density;ABox_size;ABox_load_time;Conflicts_size;Conflicts_time;pi_repair_size;pi_repair_time;pi_repair_total_time;cl-ABox_size;cl-ABox_time;cl_pi_repair_size;cpi_repair++_size;cpi_repair++_time;cpi_repair++_total_time;only cpi-repair
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.7;;;75842;0.264999866485596;1;6.36300015449524;1377;3.96599984169006;10.5939998626709;37394;3.56699991226196;2692;4069;2.72699999809265;185.046000003815;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.9;;;75842;0.426000118255615;9;6.5239999294281;796;3.98200011253357;10.9320001602173;37394;3.20300006866455;1606;2402;2.12599992752075;192.790999889374;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos50_prob_0.3;;;75842;0.322000026702881;306;5.71600008010864;0;0.386999845504761;6.42499995231628;37394;2.71599984169006;0;0;3.36899995803833;207.444000005722;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos50_prob_0.5;;;75842;0.330999851226807;27;4.46900010108948;0;0.323999881744385;5.12399983406067;37394;3.42200016975403;0;0;0.302999973297119;196.806999921799;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos50_prob_0.7;;;75842;0.240000009536743;161;4.75399994850159;0;0.335999965667725;5.32999992370606;37394;2.93400001525879;0;0;1.06599998474121;219.507999897003;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos50_prob_0.9;;;75842;0.261000156402588;22;4.50099992752075;0;0.301000118255615;5.06300020217896;37394;3.06000018119812;0;0;0.230000019073486;204.882999897003;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_0.3;;;75842;0.327000141143799;19;4.80900001525879;0;0.670000076293945;5.80700016021729;37394;2.78600001335144;0;0;0.510999917984009;181.305999994278;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_0.5;;;75842;0.345999956130981;10;5.58699989318848;0;0.797000169754028;6.73000001907349;37394;2.60699987411499;0;0;0.270999908447266;181.15299987793;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_0.7;;;75842;0.344000101089478;30;4.72099995613098;2381;0.697999954223633;5.76300001144409;37394;4.88300013542175;4430;6811;0.269999980926514;164.665999889374;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_0.9;;;75842;0.177000045776367;4;4.54299998283386;604;0.549000024795532;5.26900005340576;37394;2.91400003433228;1206;1810;0.185999870300293;164.594999790192;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.3;;;75842;0.372999906539917;2;7.43099999427795;50;13.135999917984;20.9399998188019;37394;2.42599987983704;115;165;10.0310001373291;183.551000118256;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.5;;;75842;0.305000066757202;2;6.76500010490418;2282;12.6399998664856;19.710000038147;37394;2.90499997138977;4229;6511;10.0870001316071;213.258000135422;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.7;;;75842;0.516999959945679;7;9.14200019836426;783;13.7659997940063;23.4249999523163;37394;2.78800010681152;1618;2401;9.2739999294281;217.772000074387;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.9;;;75842;0.539999961853027;4;11.3289999961853;564;14.7620000839233;26.6310000419617;37394;3.05499982833862;1215;1779;8.62100005149841;203.707000017166;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos750_prob_0.3;;;75842;0.496999979019165;21;7.06200003623962;417;0.860000133514404;8.41900014877319;37394;2.53399991989136;909;1326;1.4060001373291;179.620000123978;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos750_prob_0.5;;;75842;0.371000051498413;1;10.0639998912811;2275;1.10899996757507;11.5439999103546;37394;2.83200001716614;4155;6430;0.988999843597412;160.505999803543;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos750_prob_0.7;;;75842;0.321000099182129;3;4.47000002861023;392;1.19299983978271;5.98399996757507;37394;2.66400003433228;850;1242;0.295000076293945;168.144000053406;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos750_prob_0.9;;;75842;0.315999984741211;9;4.81500005722046;785;0.97000002861023;6.1010000705719;37394;3.60199999809265;1651;2436;0.339999914169311;168.253999948502;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.3;;;76255;0.259000062942505;20;6.74899983406067;305;0.660000085830689;7.66799998283386;37989;2.75999999046326;641;1028;0.552999973297119;190.095999956131;82
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.3;;;76255;0.401000022888184;17;12;654;11.6749999523163;24.0759999752045;37989;2.28500008583069;1370;2025;9.12399983406067;167.638000011444;1
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.3;;;76255;0.230000019073486;859;6.75800013542175;0;0.34499979019165;7.33299994468689;37989;4.10199999809265;0;0;20.0049998760223;201.862999916077;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.5;;;76255;0.27999997138977;214;5.03299999237061;0;0.385999917984009;5.69899988174439;37989;2.61500000953674;0;0;2.57499980926514;186.658999919891;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.7;;;76255;0.296000003814697;77;5.55999994277954;0;0.325000047683716;6.18099999427795;37989;3.35400009155273;0;0;0.530999898910522;181.444999933243;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.9;;;76255;0.304999828338623;3;4.18700003623962;0;0.282000064849854;4.7739999294281;37989;2.94199991226196;0;0;0.121999979019165;178.750999927521;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3;;;76255;0.327000141143799;12;6.46399998664856;0;1.05299997329712;7.84400010108948;37989;2.56700015068054;0;0;1.37299990653992;179.723999977112;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.5;;;76255;0.329999923706055;3;6.61700010299683;0;1.11699986457825;8.06399989128113;37989;2.95699977874756;0;0;0.533999919891357;185.766999959946;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.7;;;76255;0.186000108718872;3;6.33500003814697;142;1.14299988746643;7.66400003433228;37989;3.04299998283386;314;456;0.577000141143799;180.894000053406;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.9;;;76255;0.299999952316284;2;7.0699999332428;0;1.2350001335144;8.60500001907349;37989;2.95199990272522;0;0;0.437999963760376;190.328000068665;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos250_prob_0.3;;;76255;0.232000112533569;23;5.3769998550415;0;0.370000123977661;5.97900009155273;37989;2.93499994277954;0;0;0.560999870300293;195.918999910355;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos250_prob_0.5;;;76255;0.16100001335144;25;4.78500008583069;0;0.352999925613403;5.29900002479553;37989;3.13699984550476;0;0;0.40500020980835;183.485000133514;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos250_prob_0.7;;;76255;0.375999927520752;6;5.80299997329712;602;0.460999965667725;6.6399998664856;37989;2.74699997901916;1261;1863;0.166000127792358;191.593000173569;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos250_prob_0.9;;;76255;0.335999965667725;7;5.95099997520447;0;0.414999961853027;6.70199990272522;37989;3.34699988365173;0;0;0.278999805450439;185.724999904633;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.3;;;76255;0.389999866485596;1;9.14200019836426;0;4.19400000572205;13.7260000705719;37989;5.65799999237061;0;0;2.99599981307983;194.456999778748;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.5;;;76255;0.240000009536743;2;9.95700001716614;513;4.30200004577637;14.4990000724792;37989;2.81200003623962;1039;1552;2.74600005149841;221.68700003624;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.7;;;76255;0.266999959945679;6;10.3860001564026;426;4.48499989509583;15.1380000114441;37989;2.71900010108948;896;1322;2.50600004196167;199.771999835968;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.9;;;76255;0.328999996185303;4;13.2339999675751;268;3.97699999809265;17.539999961853;37989;2.65400004386902;574;842;2.78799986839294;200.484999895096;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.3;;;76255;0.214999914169312;511;5.33899998664856;0;0.328999996185303;5.88400006294251;37989;2.57500004768372;0;0;5.92300009727478;206.768000125885;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.5;;;76255;0.282000064849854;121;5.40000009536743;0;0.335999965667725;6.01800012588501;37989;3.9610002040863;0;0;0.971999883651733;197.042000055313;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.7;;;76255;0.287999868392944;511;7.57300019264221;0;0.36899995803833;8.23000001907349;37989;3.29800009727478;0;0;3.2649998664856;209.520999908447;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.9;;;76255;0.296000003814697;128;5.55599999427795;0;0.279000043869019;6.13100004196167;37989;3.94700002670288;0;0;0.578999996185303;197.626999855042;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.5;;;76255;0.263999938964844;40;7.11899995803833;0;0.812999963760376;8.19599986076355;37989;2.54399991035461;0;0;0.544999837875366;194.302999973297;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.7;;;76255;0.342000007629395;35;6.53699994087219;0;0.580000162124634;7.45900011062622;37989;2.6949999332428;0;0;0.473999977111816;190.911000013351;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.9;;;76255;0.302000045776367;7;6.74900007247925;0;0.664000034332275;7.71500015258789;37989;2.90300011634827;0;0;0.252000093460083;190.888000011444;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.5;;;76255;0.418999910354614;6;13.8610000610352;285;13.1989998817444;27.4789998531342;37989;2.44600009918213;613;898;8.54499983787537;192.077999830246;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.7;;;76255;0.411999940872192;3;14.7139999866486;304;13.335000038147;28.4609999656677;37989;3.23200011253357;622;926;10.2339999675751;224.086999893188;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.9;;;76255;0.694999933242798;2;16.2150001525879;338;12.6499998569489;29.5599999427795;37989;4.39800000190735;741;1079;6.61199998855591;237.327999830246;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.3;;;76255;0.223999977111816;2;5.9449999332428;0;0.805999994277954;6.97499990463257;37989;2.64300012588501;0;0;1.04099988937378;193.253000020981;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.5;;;76255;0.166000127792358;10;6.37400007247925;630;0.840999841690064;7.38100004196167;37989;2.57200002670288;1316;1946;0.391000032424927;182.618000030518;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.7;;;76255;0.220999956130981;2;5.94900012016296;0;0.832000017166138;7.00200009346008;37989;2.89399981498718;0;0;0.293999910354614;180.686999797821;0
University0_p_0.0005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.9;;;76255;0.263999938964844;8;5.85700011253357;988;0.774999856948853;6.89599990844727;37989;2.45799994468689;2006;2994;0.401999950408936;170.605000019073;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.1;;;75718;0.33299994468689;100;3.93900012969971;0;0.282000064849854;4.55400013923645;37186;2.07999992370605;0;0;3.11400008201599;142.229000091553;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.2;;;75718;0.211999893188477;168;3.06000018119812;0;0.306999921798706;3.5789999961853;37186;2.16100001335144;0;0;3.38399982452393;144.953999996185;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.3;;;75718;0.194000005722046;131;3.09000015258789;0;0.358999967575073;3.64300012588501;37186;2.33999991416931;0;0;2.4779999256134;144.930999994278;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.4;;;75718;0.187999963760376;86;2.79999995231628;1520;0.257999897003174;3.24599981307983;37186;2.11100006103516;2923;4443;0.760999917984009;131.244999885559;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.5;;;75718;0.224999904632568;40;2.80900001525879;0;0.269999980926514;3.30399990081787;37186;2.13599991798401;0;0;0.516999959945679;141.725000143051;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.6;;;75718;0.189000129699707;50;2.82399988174438;1488;0.239000082015991;3.25200009346008;37186;1.99900007247925;2861;4349;0.324000120162964;135.538000106812;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.7;;;75718;0.320000171661377;1;3.22399997711182;0;0.215999841690063;3.75999999046326;37186;2.46099996566772;0;0;0.16100001335144;144.84500002861;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.8;;;75718;0.289999961853027;33;2.94099998474121;1507;0.302999973297119;3.53399991989136;37186;2.16799998283386;3009;4516;0.196000099182129;130.662000179291;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.9;;;75718;0.233999967575073;1;2.70199990272522;1481;0.230999946594238;3.16699981689453;37186;2.05699992179871;2797;4278;0.0679998397827148;131.533999919891;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos100_prob_1.0;;;75718;0.23199987411499;1;2.72699999809265;1478;0.229000091552734;3.18799996376038;37186;2.43099999427795;2945;4423;0.138000011444092;130.289000034332;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.1;;;75718;0.206000089645386;14;3.18899989128113;0;0.515000104904175;3.91000008583069;37186;2.22399997711182;0;0;1.14400005340576;149.429000139236;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.2;;;75718;0.325000047683716;10;2.85699987411499;0;0.403000116348267;3.58500003814697;37186;2.31500005722046;0;0;0.480999946594238;145.436999797821;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.3;;;75718;0.32099986076355;7;3.33400011062622;577;0.711999893188477;4.367999792099;37186;2.91899991035461;1204;1781;0.25;135.807000160217;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.4;;;75718;0.197000026702881;12;2.84700012207031;0;0.406999826431274;3.45099997520447;37186;2.2110002040863;0;0;0.318000078201294;138.346999883652;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.5;;;75718;0.21399998664856;1;2.73900008201599;2454;0.509999990463257;3.46300005912781;37186;2.2409999370575;4545;6999;0.186000108718872;124.677999973297;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.6;;;75718;0.222999811172485;21;2.85500001907349;1780;0.419000148773193;3.49699997901916;37186;2.08000016212463;3471;5251;0.271999835968018;127.674000024796;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.7;;;75718;0.167999982833862;1;2.95099997520447;1267;0.440000057220459;3.55900001525879;37186;2.13300013542175;2528;3795;0.210000038146973;129.866999864578;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.8;;;75718;0.287999868392944;8;3.44800019264221;895;0.503999948501587;4.24000000953674;37186;2;1845;2740;0.181999921798706;140.332999944687;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.9;;;75718;0.190999984741211;18;2.94400000572205;2482;0.507999897003174;3.64299988746643;37186;2.14599990844727;4514;6996;0.220999956130981;130.760999917984;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos500_prob_1.0;;;75718;0.185999870300293;2;3.13300013542175;0;0.469000101089478;3.78900003433228;37186;2.13300013542175;0;0;0.183000087738037;141.708999872208;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.1;;;75718;0.309999942779541;30;3.09599995613098;0;0.982000112533569;4.38800001144409;37186;2.1340000629425;0;44;2.19600009918213;150.173000097275;44
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.2;;;75718;0.234999895095825;14;3.14499998092651;338;0.880000114440918;4.25999999046326;37186;2.35899996757507;745;1083;0.877000093460083;148.723000049591;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3;;;75718;0.230999946594238;24;3.37199997901916;1516;0.825999975204468;4.42899990081787;37186;2.39000010490417;2942;4458;0.578999996185303;130.707999944687;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.4;;;75718;0.186000108718872;1;2.96600008010864;5185;0.830999851226807;3.98300004005432;37186;1.97300004959106;8267;13452;0.402999877929688;115.858999967575;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.5;;;75718;0.25600004196167;16;3.16599988937378;2630;0.960000038146973;4.38199996948242;37186;2.35099983215332;4706;7336;0.513999938964844;132.348000049591;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.6;;;75718;0.154999971389771;2;2.93400001525879;7639;0.901000022888184;3.99000000953674;37186;2.5310001373291;11137;18776;0.424999952316284;107.004999876022;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.7;;;75718;0.23799991607666;5;3.44400000572205;1072;0.898000001907349;4.57999992370606;37186;2.23900008201599;2168;3240;0.424999952316284;137.77999997139;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.8;;;75718;0.272000074386597;1;3.33299994468689;3792;0.861000061035156;4.46600008010864;37186;2.21099996566772;6487;10279;0.38700008392334;117.509000062943;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.9;;;75718;0.215999841690063;37;3.00200009346008;3089;1.01699995994568;4.23499989509583;37186;2.15899991989136;5535;8624;0.41700005531311;121.413000106812;0
University0_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_1.0;;;75718;0.309999942779541;4;3.21399998664856;614;0.972000122070313;4.49600005149841;37186;2.20999979972839;1251;1865;0.382999897003174;131.276000022888;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_0.1;;;75842;0.246000051498413;860;5.34200000762939;0;0.238999843597412;5.82699990272522;37394;1.96700000762939;0;0;23.1999998092651;165.148999929428;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_0.2;;;75842;0.239000082015991;350;3.73099994659424;0;0.319999933242798;4.28999996185303;37394;2.16999983787537;0;0;7.75099992752075;143.279000043869;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_0.3;;;75842;0.228999853134155;445;3.91500020027161;0;0.282999992370605;4.42700004577637;37394;2.01599979400635;0;0;7.84299993515015;146.406999826431;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_0.4;;;75842;0.203000068664551;4;3.44000005722046;1528;0.32099986076355;3.96399998664856;37394;2.00500011444092;3006;4534;0.16100001335144;132.646999835968;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_0.5;;;75842;0.245000123977661;23;3.60999989509583;0;0.302000045776367;4.15700006484985;37394;2.20599985122681;0;0;0.325000047683716;139.387000083923;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_0.6;;;75842;0.220999956130981;30;3.5460000038147;0;0.324000120162964;4.09100008010864;37394;2.04900002479553;0;0;0.226999998092651;136.765000104904;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_0.7;;;75842;0.230000019073486;59;3.56500005722046;0;0.220999956130981;4.01600003242493;37394;2.20300006866455;0;0;0.450000047683716;138.483000040054;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_0.8;;;75842;0.226999998092651;9;3.43499994277954;0;0.243000030517578;3.90499997138977;37394;2.03600001335144;0;0;0.129999876022339;137.881999969482;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_0.9;;;75842;0.213000059127808;24;3.3899998664856;0;0.212000131607056;3.81500005722046;37394;2.06599998474121;0;0;0.154000043869019;140.519999980927;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos100_prob_1.0;;;75842;0.187999963760376;26;3.48900008201599;0;0.258999824523926;3.93599987030029;37394;2.15499997138977;0;0;0.153999805450439;136.736999988556;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_0.1;;;75842;0.186999797821045;217;4.06700015068054;0;0.465999841690064;4.71999979019165;37394;1.97200012207031;0;0;12.7080001831055;143.535000085831;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_0.2;;;75842;0.187999963760376;28;3.64400005340576;0;0.488999843597412;4.32099986076355;37394;1.94899988174438;0;0;0.91700005531311;132.036000013351;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_0.3;;;75842;0.164000034332275;24;3.60800004005432;1204;0.454999923706055;4.22699999809265;37394;1.95099997520447;2426;3630;0.375;122.838999986649;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_0.4;;;75842;0.197999954223633;14;3.6340000629425;626;0.418999910354614;4.25099992752075;37394;2.02300000190735;1347;1973;0.265000104904175;126.078000068665;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_0.5;;;75842;0.184999942779541;2;3.61700010299683;1186;0.369999885559082;4.17199993133545;37394;1.96299982070923;2394;3580;0.207000017166138;125.450000047684;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_0.6;;;75842;0.159000158309937;16;3.75399994850159;0;0.523000001907349;4.43600010871887;37394;2.02499985694885;0;0;0.273000001907349;132.84099984169;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_0.7;;;75842;0.177999973297119;1;3.68400001525879;1498;0.463000059127808;4.32500004768372;37394;2.06800007820129;2916;4414;0.13700008392334;121.150000095367;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_0.8;;;75842;0.159000158309937;16;3.62800002098083;948;0.516999959945679;4.30400013923645;37394;2.09800004959106;1954;2902;0.230999946594238;158.731999874115;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_0.9;;;75842;0.224999904632568;13;4.84899997711182;894;0.508000135421753;5.58200001716614;37394;2.22900009155273;1839;2733;0.294000148773193;143.396000146866;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos500_prob_1.0;;;75842;0.20199990272522;3;4.27999997138977;0;0.549000024795532;5.03099989891052;37394;2.2960000038147;0;0;0.175000190734863;140.040000200272;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.1;;;75842;0.253000020980835;74;5.80599999427795;0;1.05000019073486;7.10900020599365;37394;2.59599995613098;0;32;4.68799996376038;149.299000024796;32
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.2;;;75842;0.35699987411499;34;4.32800006866455;634;0.901999950408936;5.58699989318848;37394;2.13900017738342;1325;1959;1.48599982261658;139.649999856949;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3;;;75842;0.280999898910522;17;4.69000005722046;1137;0.911999940872192;5.88299989700317;37394;2.13599991798401;2323;3460;0.524999856948853;131.291999816895;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.4;;;75842;0.187000036239624;6;3.88899993896484;286;0.719000101089478;4.79500007629395;37394;1.99899983406067;607;893;0.437999963760376;135.884000062943;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.5;;;75842;0.236999988555908;1;3.93500018119812;300;0.952999830245972;5.125;37394;2.02099990844727;638;938;0.336999893188477;138.003000020981;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.6;;;75842;0.20799994468689;10;3.86100006103516;602;0.725000143051147;4.79400014877319;37394;2.04700016975403;1220;1822;0.431999921798706;135.640000104904;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.7;;;75842;0.211999893188477;6;4.00400018692017;920;0.960999965667725;5.17700004577637;37394;2.13600015640259;1818;2738;0.36899995803833;132.179999828339;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.8;;;75842;0.181999921798706;1;3.83900022506714;1180;0.778999805450439;4.79999995231628;37394;2.08500003814697;2389;3569;0.401999950408936;129.631999969482;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.9;;;75842;0.232000112533569;1;4.17599987983704;591;0.758000135421753;5.16600012779236;37394;2.29400014877319;1277;1868;0.368000030517578;134.924999952316;0
University0_p_0.00015.db;lubm-ex-20_disjoint.owl;pos1000_prob_1.0;;;75842;0.213000059127808;12;4.06799983978272;1180;0.855000019073486;5.13599991798401;37394;1.97099995613098;2378;3558;0.38100004196167;132.56299996376;0
University0_p_0.000005.db;lubm-ex-20_disjoint.owl;pos250_prob_0.3;;;75671;0.16700005531311035;4;2.383999824523926;6381;0.32200002670288086;2.872999906539917;37088;2.1689999103546143;9695;16076;0.09200000762939453;114.14800000190735;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos250_prob_0.3;;;75678;0.17100000381469727;35;2.567999839782715;1226;0.3080000877380371;3.046999931335449;37116;2.746000051498413;2468;3714;0.39100003242492676;140.02999997138977;20
University0_p_0.000005.db;lubm-ex-20_disjoint.owl;pos250_prob_0.4;;;75671;0.12999987602233887;10;2.4119999408721924;14395;0.38699984550476074;2.929999828338623;37088;3.051999807357788;17459;31854;0.09100008010864258;88.92000007629395;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos250_prob_0.4;;;75678;0.1830000877380371;22;2.740999937057495;2046;0.4179999828338623;3.3420000076293945;37116;2.7100000381469727;3907;5953;0.15700006484985352;130.95700001716614;0
University0_p_0.000005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.3;;;75671;0.19700002670288086;7;3.437999963760376;9481;0.7110002040863037;4.3460001945495605;37088;2.315000057220459;13078;22559;0.2869999408721924;96.20199990272522;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos750_prob_0.3;;;75678;0.2480001449584961;2;2.437999963760376;5166;0.5320000648498535;3.2180001735687256;37116;2.305999994277954;8296;13462;0.2999999523162842;114.86199998855591;0
University0_p_0.000005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.4;;;75671;0.3229999542236328;13;2.609999895095825;1034;0.7960000038146973;3.7289998531341553;37088;2.0920000076293945;2117;3151;0.36699986457824707;137.00299978256226;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos750_prob_0.4;;;75678;0.19499993324279785;1;2.569000005722046;6137;0.621999979019165;3.385999917984009;37116;2.7869999408721924;9665;15802;0.2239999771118164;112.50999999046326;0
University0_p_0.000005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3;;;75671;0.24900007247924805;1;2.4779999256134033;8582;0.8510000705718994;3.578000068664551;37088;2.1740000247955322;12232;20814;0.37400007247924805;93.80399990081787;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3;;;75678;0.17400002479553223;1;2.4779999256134033;3415;0.8959999084472656;3.547999858856201;37116;2.17900013923645;5949;9364;0.37599992752075195;114.70899987220764;0
