ABOX;TBOX;POS;ABox_size;ABox_load_time;Conflicts_size;Conflicts_time;pi_repair_size;pi_repair_time;pi_repair_total_time;cl_ABox_size;cl_ABox_time;all_supports_size;all_supports_time;cpi_repair_size;cpi_repair_time;cpi_repair_total_time;cl-ABox_size;cl-ABox_time;cl_pi_repair_size;cl_pi_repair_time;supports_time;cpi_repair++_size;cpi_repair++_time;cpi_repair++_total_time;only cpi-repair;cl(π)-repair
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.1.txt;9156;0.05900001525878906;93;1.2910001277923584;0;0.05499982833862305;1.4049999713897705;25337;1.3849999904632568;29034;25.909000158309937;0;0.6289999485015869;29.06500005722046;16181;1.3429999351501465;0;1.2769999504089355;24.79699993133545;0;0.16199994087219238;28.94599986076355;0;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.2.txt;9156;0.023000001907348633;2;1.2799999713897705;524;0.04399991035461426;1.3469998836517334;25337;1.2300000190734863;27193;25.371999979019165;1794;0.16899991035461426;27.84500002861023;16181;1.8269999027252197;1242;1.5820000171661377;22.412999868392944;1794;0.03600001335144043;26.94099998474121;28;1766
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.3.txt;9156;0.0280001163482666;75;1.055999994277954;4406;0.12299990653991699;1.2070000171661377;25337;1.3380000591278076;26185;24.875;13320;0.6060001850128174;27.902000188827515;16181;1.3389999866485596;8917;3.4679999351501465;11.38700008392334;13323;0.03299999237060547;17.52999997138977;0;13323
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.4.txt;9156;0.03699994087219238;57;1.062000036239624;4273;0.11100006103515625;1.2100000381469727;25337;1.25;25979;24.78600001335144;12985;0.5739998817443848;27.73199987411499;16181;1.3499999046325684;8716;3.3340001106262207;11.614000082015991;12989;0.031999826431274414;17.503999948501587;0;12989
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.5.txt;9156;0.023999929428100586;24;1.0800001621246338;1480;0.05500006675720215;1.1590001583099365;25337;1.3420000076293945;25729;24.651000022888184;4812;0.3020000457763672;27.55400013923645;16181;1.4249999523162842;3332;2.1010000705718994;19.513999938964844;4812;0.03299999237060547;24.183000087738037;0;4812
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.6.txt;9156;0.026999950408935547;7;1.0859999656677246;5152;0.06800007820129395;1.180999994277954;25337;1.3249998092651367;25730;24.953999996185303;15306;0.23600006103515625;27.490999937057495;16181;1.3470001220703125;10154;3.7009999752044678;9.88699984550476;15306;0.023000001907348633;16.14299988746643;0;15306
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.7.txt;9156;0.0410001277923584;1;1.0769999027252197;3498;0.08100008964538574;1.1990001201629639;25337;1.3280000686645508;25568;24.93499994277954;10859;0.18500018119812012;27.47100019454956;16181;1.2900002002716064;7361;2.9130001068115234;13.351999998092651;10859;0.026000022888183594;18.730000019073486;0;10859
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.8.txt;9156;0.028999805450439453;54;1.0570001602172852;4712;0.09500002861022949;1.180999994277954;25337;1.373999834060669;25501;24.87399983406067;14185;0.5490000247955322;27.847999811172485;16181;1.440000057220459;9478;3.4779999256134033;10.6010000705719;14190;0.0409998893737793;16.740000009536743;0;14190
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos50_prob_0.9.txt;9156;0.0559999942779541;1;1.1050000190734863;4989;0.0559999942779541;1.2170000076293945;25337;1.3040001392364502;25475;25.358999967575073;14939;0.27500009536743164;27.948000192642212;16181;1.3819999694824219;9956;3.688999891281128;10.206000089645386;14945;0.02500009536743164;16.51900005340576;0;14945
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.1.txt;9156;0.05200004577636719;4;1.1619999408721924;0;0.10399985313415527;1.3179998397827148;25337;1.315000057220459;27269;24.98800015449524;33;0.18899989128112793;27.562999963760376;16181;1.3630001544952393;0;1.312999963760376;24.30999994277954;33;0.05200004577636719;28.174000024795532;33;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.2.txt;9156;0.06099987030029297;2;1.0310001373291016;0;0.053999900817871094;1.1459999084472656;25337;1.25;26396;25.78700017929077;0;0.18399977684020996;28.234999895095825;16181;1.315000057220459;0;1.2630000114440918;24.42200016975403;0;0.05099987983703613;28.15499997138977;0;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.3.txt;9156;0.023999929428100586;1;1.187000036239624;84;0.05500006675720215;1.2660000324249268;25337;1.3880000114440918;25925;25.54099988937378;301;0.15400004386901855;28.144999980926514;16181;1.553999900817871;217;1.309999942779541;24.638999938964844;301;0.03399991989135742;28.770999908447266;0;301
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.4.txt;9156;0.05500006675720215;39;0.994999885559082;3391;0.09200000762939453;1.1419999599456787;25337;1.2929999828338623;25648;24.710999965667725;10518;0.565000057220459;27.66200017929077;16181;1.4079999923706055;7129;2.812000036239624;13.72000002861023;10520;0.031999826431274414;19.149999856948853;0;10520
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.5.txt;9156;0.019999980926513672;49;1.121999979019165;3921;0.14100003242492676;1.2829999923706055;25337;1.306999921798706;25587;27.054999828338623;12068;0.6690001487731934;30.04699993133545;16181;1.438999891281128;8149;3.1639997959136963;13.69100022315979;12070;0.03299999237060547;19.597000122070312;0;12070
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.6.txt;9156;0.04900002479553223;9;1.0909998416900635;8078;0.10100007057189941;1.2409999370574951;25337;1.36899995803833;25487;24.901999950408936;22731;0.2799999713897705;27.6489999294281;16181;1.3910000324249268;14662;5.277000188827515;3.4049999713897705;22740;0.02499985694885254;11.263999938964844;0;22740
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.7.txt;9156;0.023999929428100586;11;1.1119999885559082;1016;0.06800007820129395;1.2039999961853027;25337;1.4140000343322754;25475;24.926000118255615;3365;0.35199999809265137;27.743000030517578;16181;1.3530001640319824;2349;1.7719998359680176;21.14199995994568;3365;0.03299999237060547;25.548999786376953;0;3365
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.8.txt;9156;0.056999921798706055;1;1.0850000381469727;1633;0.04699993133544922;1.188999891281128;25337;1.3659999370574951;25443;25.06599998474121;5375;0.17199993133544922;27.688999891281128;16181;1.4679999351501465;3742;2.055999994277954;19.08400011062622;5375;0.028999805450439453;23.781999826431274;0;5375
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.9.txt;9156;0.04200005531311035;1;1.0999999046325684;2051;0.057000160217285156;1.1990001201629639;25337;1.3539998531341553;25422;25.100000143051147;6602;0.17199993133544922;27.730000019073486;16181;1.3629999160766602;4552;2.3320000171661377;17.625;6603;0.029000043869018555;22.52999997138977;0;6603
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.1.txt;9156;0.019999980926513672;38;1.0909998416900635;2688;0.254000186920166;1.3650000095367432;25337;1.4670000076293945;25955;25.21399998664856;8489;1.4619998931884766;29.244999885559082;16181;1.3480000495910645;5802;2.6679999828338623;15.852999925613403;8490;0.13900017738342285;21.451000213623047;0;8490
