ABOX;TBOX;POS;ABox_size;ABox_load_time;Conflicts_size;Conflicts_time;pi_repair_size;pi_repair_time;pi_repair_total_time;cl_ABox_size;cl_ABox_time;all_supports_size;all_supports_time;cpi_repair_size;cpi_repair_time;cpi_repair_total_time;cl-ABox_size;cl-ABox_time;cl_pi_repair_size;cpi_repair++_size;cpi_repair++_time;cpi_repair++_total_time;onlycpi-repair
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.9.txt;75679;0.250999927520752;2;2.62400007247925;5915;3.04900002479553;5.92400002479553;112781;1.9850001335144;112856;201.134000062942;14892;4.81199979782105;210.463999986649;37102;2.22100019454956;9111;15026;1.89100003242493;112.947000026703;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos50_pos50_prob_0.3.txt;75679;0.193000078201294;3;4.06900000572205;2931;0.407000064849854;4.66900014877319;112781;3.01500010490417;125259;251.80999994278;8127;1.4300000667572;259.870000123978;37102;3.8510000705719;5237;8168;0.125;157.302999973297;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos50_pos50_prob_0.5.txt;75679;0.281000137329102;111;2.81299996376038;5848;0.282999992370606;3.37700009346008;112781;2.625;120440;250.289000034332;14894;6.71199989318848;262.644000053406;37102;2.32799983024597;9192;15040;0.831000089645386;143.679000139236;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos50_pos50_prob_0.7.txt;75679;0.23199987411499;4;2.90000009536743;0;0.404999971389771;3.53699994087219;112781;2.42899990081787;119569;241.779000043869;0;1.13600015640259;248.463000059128;37102;2.78199982643127;0;0;0.168999910354614;173.708999872208;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos50_pos50_prob_0.9.txt;75679;0.273999929428101;1;4.32800006866455;5933;0.492000102996826;5.09400010108948;112781;3.08599996566772;116085;257.851999998093;14950;0.825999975204468;265.635999917984;37102;3.05800008773804;9156;15089;0.078000068664551;138.275000095367;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos500_prob_0.3.txt;75679;0.196000099182129;1;2.53699994087219;5480;0.543999910354614;3.27699995040894;112781;1.88199996948242;115140;198.49799990654;14072;1.12000012397766;204.12700009346;37102;2.12199997901916;8690;14170;0.203999996185303;106.972999811172;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos500_prob_0.5.txt;75679;0.197000026702881;30;2.53299999237061;3341;0.45799994468689;3.18799996376038;112781;1.83999991416931;114004;198.894999980927;9151;6.83200001716614;210.082000017166;37102;2.17700004577637;5858;9199;0.230000019073486;117.282999992371;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos500_prob_0.7.txt;75679;0.151000022888184;1;2.63599991798401;953;0.53600001335144;3.32299995422363;112781;1.86800003051758;113461;198.09700012207;2891;1.22299981117249;203.709999799728;37102;2.15000009536743;1940;2893;0.193000078201294;134.828999996185;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos500_prob_0.9.txt;75679;0.196000099182129;55;2.68599987030029;8531;0.692000150680542;3.57400012016296;112781;1.88299989700317;113161;198.988000154495;20253;11.2269999980927;214.736999988556;37102;2.14300012588501;11973;20504;0.171999931335449;98.944000005722;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.3.txt;75679;0.476999998092651;1;2.58399987220764;2909;11.1960000991821;14.2569999694824;112781;2.38600015640259;113060;207.959000110626;8118;13.0820000171661;226.126000165939;37102;2.40700006484985;5245;8154;9.56900000572205;145.832999944687;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.5.txt;75679;0.473000049591064;1;2.63499999046326;4134;11.1610000133514;14.2690000534058;112781;2.35399985313416;112935;205.601999998093;11100;12.805999994278;223.359999895096;37102;2.40300011634827;7048;11182;8.67700004577637;139.624000072479;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.7.txt;75679;0.394000053405762;1;2.64299988746643;4485;11.2929999828339;14.3299999237061;112781;2.17999982833862;112866;206.054999828339;11982;13.1690001487732;224.032999992371;37102;2.37999987602234;7579;12064;6.54100012779236;133.998000144959;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos5000_prob_0.9.txt;75679;0.442999839782715;1;2.56400012969971;3388;11.1189999580383;14.1259999275208;112781;2.46300005912781;112820;206.947000026703;9204;12.6960000991821;224.700000047684;37102;2.29699993133545;5865;9253;7.55600023269653;140.766000032425;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos750_prob_0.5.txt;75679;0.205999851226807;59;2.75;9696;1.02400016784668;3.98000001907349;112781;1.89800000190735;113547;198.487999916077;22709;17.029000043869;219.985000133514;37102;2.08399987220764;13311;23007;0.338000059127808;95.4909999370575;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos750_prob_0.7.txt;75679;0.171000003814697;22;2.57400012016296;986;0.589999914169312;3.33500003814697;112781;1.94700002670288;113164;200.292999982834;2922;7.2810001373291;212.072999954224;37102;2.13399982452393;1939;2925;0.36899995803833;133.893999814987;0
University0_p_0.000006.db;lubm-ex-20_disjoint.owl;pos750_prob_0.9.txt;75679;0.197000026702881;2;2.57299995422363;215;0.59600019454956;3.36600017547607;112781;1.93599987030029;113022;198.368000030518;687;1.60500001907349;204.549999952316;37102;2.10700011253357;473;688;0.302999973297119;140.30999994278;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos100_pos100_prob_0.3.txt;75678;0.272000074386597;2;3.14800000190735;0;0.261999845504761;3.68199992179871;112794;2.63000011444092;128619;265.850999832153;0;1.14199995994568;272.769999980926;37116;3.02199983596802;0;0;0.174999952316284;187.683000087738;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos100_pos100_prob_0.5.txt;75678;0.311000108718872;82;3.2739999294281;5785;0.540999889373779;4.12599992752075;112794;2.6010000705719;120078;265.373000144958;14754;9.01399993896484;279.927999973297;37116;3.44599986076355;9104;14889;0.48799991607666;145.046000003815;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos100_pos100_prob_0.7.txt;75678;0.329999923706055;1;3.75100016593933;17021;0.483999967575073;4.56500005722046;112794;2.99199986457825;116583;269.822999954224;35695;1.34200000762939;279.619999885559;37116;2.79999995231628;19492;36513;0.103000164031982;102.263000011444;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos100_pos100_prob_0.9.txt;75678;0.296000003814697;3;3.55200004577637;15639;0.390999794006348;4.23899984359741;112794;2.71600008010864;114400;268.401000022888;33351;1.43499994277954;275.795000076294;37116;2.78800010681152;18385;34024;0.089999914169312;102.955999851227;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3.txt;75678;0.205999851226807;1;3.18099999427795;1774;0.891000032424927;4.27799987792969;112794;2.14100003242493;114082;210.224999904633;5134;1.62000012397766;217.116000175476;37116;2.04299998283386;3373;5147;0.437000036239624;127.94000005722;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3.txt;75678;0.278999805450439;169;3.21800017356873;22804;4.88399982452393;8.38099980354309;112794;1.94300007820129;114011;196.843999862671;44936;59.5590000152588;261.470999956131;37116;2.21599984169006;23453;46257;0.54800009727478;74.7410001754761;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.5.txt;75678;0.172000169754028;4;2.58799982070923;283;0.833000183105469;3.59300017356873;112794;1.8659999370575;113310;201.200000047684;865;2.6340000629425;208.180000066757;37116;2.13300013542175;583;866;0.452000141143799;147.046000003815;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.5.txt;75678;0.227999925613403;8;2.53400015830994;646;0.832000017166138;3.59400010108948;112794;1.93999981880188;113310;197.050000190735;2014;4.17399978637695;205.706999778748;37116;2.1399998664856;1370;2016;0.471999883651733;136.205999851227;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.7.txt;75678;0.203999996185303;82;2.8050000667572;11575;1.77799987792969;4.78699994087219;112794;1.94199991226196;113086;211.796000003815;26142;30.5659999847412;246.973000049591;37116;2.10199999809265;15023;26598;0.395000219345093;90.364000082016;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.7.txt;75678;0.20799994468689;44;2.55099987983704;5597;1.13300013542175;3.89199995994568;112794;1.95799994468689;113098;198.415999889374;14389;17.0610001087189;219.990000009537;37116;2.18499994277954;8917;14514;0.539999961853027;109.846999883652;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.9.txt;75678;0.220000028610229;1;3.96399998664856;13165;0.927999973297119;5.11199998855591;112794;1.96999979019165;112992;197.938999891281;29104;1.36400008201599;204.017999887466;37116;2.0310001373291;16472;29637;0.343999862670898;83.4689998626709;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.9.txt;75678;0.226000070571899;1;2.55299997329712;1229;0.901000022888184;3.6800000667572;112794;1.92700004577637;112978;198.664999961853;3689;1.75399994850159;204.993000030518;37116;2.09000015258789;2467;3696;0.463000059127808;132.321000099182;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos250_pos250_prob_0.3.txt;75678;0.170000076293945;162;3.20599985122681;4699;0.597000122070313;3.97300004959106;112794;2.51999998092651;118421;247.171000003815;12303;29.574000120163;282.185000181198;37116;3.13100004196167;7689;12388;2.07299995422363;139.023000001907;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos250_pos250_prob_0.5.txt;75678;0.26200008392334;1;2.8289999961853;10280;0.421999931335449;3.51300001144409;112794;2.48099994659424;115642;243.453000068665;23962;1.0789999961853;250.34500002861;37116;2.36899995803833;14000;24280;0.102999925613403;111.251999855042;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos250_pos250_prob_0.7.txt;75678;0.189000129699707;1;3.6399998664856;4229;0.459000110626221;4.28800010681152;112794;2.59200000762939;113892;263.456000089645;11371;1.01399993896484;270.147000074387;37116;2.89299988746643;7207;11436;0.126999855041504;148.238999843597;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos250_pos250_prob_0.9.txt;75678;0.306999921798706;1;3.20900011062622;15162;0.38100004196167;3.8970000743866;112794;2.71799993515015;113477;275.259000062942;32577;1.02800011634827;282.200000047684;37116;2.90800023078918;18047;33209;0.081000089645386;111.634000062943;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.3.txt;75678;0.230999946594238;81;3.56900000572205;8804;4.6100001335144;8.41000008583069;112794;2.05900001525879;113512;199.858000040054;21013;80.3150000572205;285.759000062942;37116;2.18799996376038;12477;21281;2.58100008964539;106.59700012207;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.5.txt;75678;0.279000043869019;3;2.54399991035461;12259;3.33800005912781;6.16100001335144;112794;2.0460000038147;113070;199.585999965668;27481;5.19799995422363;209.47000002861;37116;2.21600008010864;15630;27889;2.06900000572205;91.2860000133514;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.7.txt;75678;0.272000074386597;3;2.52900004386902;12276;3.05900001525879;5.8600001335144;112794;2.04199981689453;112898;199.375;27391;5.24300003051758;209.230000019073;37116;2.22099995613098;15593;27869;2.21700000762939;91.6319999694824;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.9.txt;75678;0.216000080108643;55;2.73099994659424;8282;4.52300000190735;7.47099995613098;112794;2.03000020980835;112865;200.401000022888;19938;54.3120000362396;259.494000196457;37116;2.26699995994568;11891;20173;1.89900016784668;106.239000082016;0
University0_p_0.00001.db;lubm-ex-20_disjoint.owl;pos50_pos50_prob_0.3.txt;75678;0.330999851226807;4;3.89100003242493;3041;0.33899998664856;4.56099987030029;112794;2.88499999046326;125357;227.507999897003;8473;1.04400014877319;234.524000167847;37116;2.49499988555908;5471;8512;0.184000015258789;135.339999914169;0
