ABOX;TBOX;POS;ABox_size;ABox_load_time;Conflicts_size;Conflicts_time;pi_repair_size;pi_repair_time;pi_repair_total_time;cl_ABox_size;cl_ABox_time;all_supports_size;all_supports_time;cpi_repair_size;cpi_repair_time;cpi_repair_total_time;cl-ABox_size;cl-ABox_time;cl_pi_repair_size;cl_pi_repair_time;supports_time;cpi_repair++_size;cpi_repair++_time;cpi_repair++_total_time;only cpi-repair
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.3;9156;0.0239999294281006;1;1.18700003623962;84;0.0550000667572022;1.26600003242493;25337;1.38800001144409;25925;25.5409998893738;301;0.154000043869019;28.1449999809265;16181;1.55399990081787;217;1.30999994277954;24.6389999389648;301;0.0339999198913574;28.7709999084473;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.4;9156;0.0550000667572022;39;0.994999885559082;3391;0.0920000076293945;1.14199995994568;25337;1.29299998283386;25648;24.7109999656677;10518;0.565000057220459;27.6620001792908;16181;1.40799999237061;7129;2.81200003623962;13.7200000286102;10520;0.0319998264312744;19.1499998569489;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.5;9156;0.0199999809265137;49;1.12199997901917;3921;0.141000032424927;1.28299999237061;25337;1.30699992179871;25587;27.0549998283386;12068;0.669000148773193;30.0469999313354;16181;1.43899989128113;8149;3.1639997959137;13.6910002231598;12070;0.0329999923706055;19.5970001220703;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.6;9156;0.0490000247955322;9;1.09099984169006;8078;0.101000070571899;1.2409999370575;25337;1.36899995803833;25487;24.9019999504089;22731;0.27999997138977;27.6489999294281;16181;1.39100003242493;14662;5.27700018882751;3.40499997138977;22740;0.0249998569488525;11.2639999389648;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.7;9156;0.0239999294281006;11;1.11199998855591;1016;0.0680000782012939;1.2039999961853;25337;1.41400003433228;25475;24.9260001182556;3365;0.351999998092651;27.7430000305176;16181;1.35300016403198;2349;1.77199983596802;21.1419999599457;3365;0.0329999923706055;25.548999786377;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.8;9156;0.0569999217987061;1;1.08500003814697;1633;0.0469999313354492;1.18899989128113;25337;1.3659999370575;25443;25.0659999847412;5375;0.171999931335449;27.6889998912811;16181;1.46799993515015;3742;2.05599999427795;19.0840001106262;5375;0.0289998054504395;23.7819998264313;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos100_prob_0.9;9156;0.0420000553131104;1;1.09999990463257;2051;0.0570001602172852;1.19900012016296;25337;1.35399985313416;25422;25.1000001430511;6602;0.171999931335449;27.7300000190735;16181;1.36299991607666;4552;2.33200001716614;17.625;6603;0.0290000438690186;22.5299999713898;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.1;9156;0.0199999809265137;38;1.09099984169006;2688;0.254000186920166;1.36500000953674;25337;1.46700000762939;25955;25.2139999866486;8489;1.46199989318848;29.2449998855591;16181;1.34800004959106;5802;2.66799998283386;15.8529999256134;8490;0.139000177383423;21.451000213623;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.2;9156;0.0210001468658447;29;1.24699997901917;2454;0.226999998092651;1.49600005149841;25337;1.45099997520447;25549;25.4530000686645;7802;1.28399991989136;29.191999912262;16181;1.42199993133545;5349;2.55800008773804;16.8519999980927;7803;0.13100004196167;22.3320000171661;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.3;9156;0.0659999847412109;2;1.13199996948242;75;0.154000043869019;1.35199999809265;25337;1.38899993896484;25434;25.3960001468658;264;0.300999879837036;28.2400000095367;16181;1.37400007247925;189;1.26100015640259;24.2919998168945;264;0.142000198364258;28.4850001335144;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.4;9156;0.0540001392364502;1;1.11999988555908;2168;0.170000076293945;1.34400010108948;25337;1.38199996948242;25411;25.2000000476837;6906;0.275000095367432;27.9869999885559;16181;1.33800005912781;4740;2.44700002670288;17.691999912262;6908;0.121000051498413;22.8229999542236;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.5;9156;0.0260000228881836;1;1.12800002098084;3317;0.168999910354614;1.32299995422363;25337;1.43200016021729;25389;25.5950000286102;10338;0.260999917984009;28.4630000591278;16181;1.39900016784668;7022;2.9539999961853;14.1170001029968;10339;0.0839998722076416;19.856999874115;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.6;9156;0.0249998569488525;1;1.10800004005432;2846;0.157999992370605;1.29099988937378;25337;1.36100006103516;25377;25.1610000133514;8975;0.353000164031982;27.9420001506805;16181;1.3050000667572;6132;2.61699986457825;15.2220001220703;8978;0.101000070571899;20.5390000343323;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.7;9156;0.0430002212524414;4;1.13399982452393;4563;0.169000148773193;1.34600019454956;25337;1.43099999427795;25361;25.0889999866486;13843;0.309999942779541;27.9319999217987;16181;1.29999995231628;9285;3.50699996948242;11.2389998435974;13848;0.0460000038146973;17.3450000286102;0
university0.5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.8;9156;0.0209999084472656;5;1.16900014877319;4308;0.184999942779541;1.375;25337;1.25399994850159;25363;25.6039998531342;13064;0.480999946594238;28.4039998054504;16181;1.61899995803833;8761;3.28999996185303;11.8220000267029;13069;0.0390000343322754;18.1800000667572;0
