ABOX;TBOX;POS;ABox_size;ABox_load_time;Conflicts_size;Conflicts_time;pi_repair_size;pi_repair_time;pi_repair_total_time;cl_ABox_size;cl_ABox_time;all_supports_size;all_supports_time;cpi_repair_size;cpi_repair_time;cpi_repair_total_time;cl-ABox_size;cl-ABox_time;cl_pi_repair_size;cpi_repair++_size;cpi_repair++_time;cpi_repair++_total_time;onlycpi-repair
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.9.txt;463349;1.74200010299683;1;32.2039999961853;19276;6.4449999332428;40.3910000324249;688572;9.66499996185303;689743;6325.77699995041;53170;9.02900004386902;6379.58099985123;225223;9.41400003433228;34173;53449;0.622999906539917;3204.59599995613;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.7.txt;463349;1.09599995613098;1;22.6850001811981;4609;3.5699999332428;27.3510000705719;688572;6.95000004768372;690425;6285.54800009727;14145;8.58499979972839;6323.95199990273;225223;7.09400010108948;9552;14161;0.658999919891357;3720.22200012207;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.5.txt;463349;1.32399988174438;33;22.3129999637604;15689;4.88400006294251;28.5209999084473;688572;5.64099979400635;691610;6318.65100002289;44466;117.828000068665;6463.57299995422;225223;7.13800001144409;28932;44621;1.48600006103516;3326.20900011063;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3.txt;463349;1.34800004959106;19;22.6040000915527;8469;4.10199999809265;28.0540001392364;688572;5.97300004959106;696399;6307.34899997711;25133;75.9789998531342;6411.55900001526;225223;7.3219997882843;16733;25202;2.03099989891052;3494.99300003052;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.9.txt;463349;1.30799984931946;2;21.8960001468658;16850;8.54299998283386;31.7469999790192;688572;6.17199993133545;689063;6359.51200008392;47043;22.558000087738;6411.20700001717;225223;6.96700000762939;30403;47253;2.5389997959137;3478.8069999218;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.7.txt;463349;1.27799987792969;1;22.3800001144409;11829;8.73399996757507;32.3919999599457;688572;8.09500002861023;689337;6369.33599996567;34253;16.1689999103546;6419.79800009728;225223;11.5239999294281;22534;34363;2.42000007629395;3453.43099999428;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.5.txt;463349;0.966000080108643;1;22.7360000610352;14392;9.18299984931946;32.8849999904633;688572;6.19700002670288;690070;6356.15700006485;40705;16.0049998760223;6400.54999995232;225223;6.95600008964539;26467;40859;2.6399998664856;3455.34399986267;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.3.txt;463349;1.04100012779236;40;22.3710000514984;22670;11.9139997959137;35.3259999752045;688572;5.97800016403198;692830;6348.33899998665;61124;336.509000062942;6713.09800004959;225223;6.84500002861023;38809;61479;4.46300005912781;3167.75300002098;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.9.txt;463349;1.10999989509583;1;23.1120002269745;22078;2.55999994277954;26.7820000648499;688572;5.82599997520447;691089;6448.23500013351;59771;7.34500002861023;6483.65400004387;225223;7.69199991226196;38075;60153;0.289999961853027;3091.97799992561;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.7.txt;463349;1.33699989318848;58;22.3629999160767;50490;4.92000007629395;28.6199998855591;688572;6.17599987983704;692758;6374.89499998093;120254;106.007999897003;6509.39899992943;225223;7.03800010681152;71105;121595;0.716000080108643;2505.08999991417;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.5.txt;463349;1.13600015640259;19;22.5879998207092;0;2.43300008773804;26.1570000648499;688572;5.67499995231628;696122;6393.8140001297;0;39.0679998397827;6460.31599998474;225223;6.71000003814697;0;0;1.20999979972839;3830.69299983978;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos500_prob_0.3.txt;463349;1.10999989509583;5;21.7599999904633;48570;2.85000014305115;25.7200000286102;688572;5.76200008392334;703267;6382.78699994087;116491;13.970999956131;6424.91100001335;225223;6.85999989509583;69204;117774;0.521999835968018;2555.60399985313;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.9.txt;463349;1.10099983215332;16;21.4450001716614;15850;3.4779999256134;26.0239999294281;688572;5.99399995803833;690035;6349.7009999752;44472;46.9240000247955;6425.51099991798;225223;7.24300003051758;28820;44670;0.597000122070313;3317.01399993896;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.7.txt;463349;1.39199995994568;2;21.558000087738;6160;3.20299983024597;26.1529998779297;688572;5.86100006103516;690892;6387.39600014687;18611;10.5849997997284;6425.68899989128;225223;6.71000003814697;12484;18644;0.509000062942505;3626.42000007629;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.5.txt;463349;1.31700015068054;1;23.2260000705719;15956;3.07599997520447;27.6190001964569;688572;5.49399995803833;693102;6384.02400016785;44780;8.25899982452393;6420.50899982452;225223;6.81900000572205;29024;44980;0.492000102996826;3306.44799995422;0
University5_p_0.000005.db;lubm-ex-20_disjoint.owl;pos750_prob_0.3.txt;463349;1.27600002288818;115;23.4880001544952;74511;14.6219999790192;39.3860001564026;688572;5.66499996185303;701159;6322.08700013161;164848;285.143999814987;6635.10699987411;225223;7.10999989509583;92962;167473;3.41599988937378;2160.48099994659;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.3.txt;463400;1.29100012779236;12;23.8769998550415;3321;8.81100010871887;33.9790000915527;688714;5.60800004005432;693074;6506.85500001907;10316;121.323999881744;6657.73799991608;225315;8.22499990463257;6989;10325;3.57500004768372;3833.71300005913;15
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.9.txt;463400;1.26200008392334;1;28.6979999542236;10266;5.03500008583069;34.9950001239777;688714;8.48300004005432;689843;6269.86400008202;29966;8.24499988555908;6316.66799998283;225315;7.58699989318848;19793;30059;0.895999908447266;3477.40100002289;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.7.txt;463400;1.79700016975403;6;27.925999879837;1881;4.0239999294281;33.7469999790192;688714;5.91000008583069;690605;6298.41000008583;6015;26.2249999046326;6353.77600002289;225315;7.44700002670288;4140;6021;0.782000064849854;3759.88700008392;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.5.txt;463400;1.66000008583069;4;22.9730000495911;28141;3.76300001144409;28.3960001468658;688714;6.2350001335144;691723;6342.92299985886;73698;18.6770000457764;6392.34500002861;225315;6.78699994087219;46063;74204;0.696000099182129;2946.42700004578;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3.txt;463400;1.36699986457825;6;23.4140000343323;0;3.83899998664856;28.6210000514984;688714;6.26599979400635;696724;6342.01099991798;0;26.7430000305176;6397.71899986267;225315;6.7039999961853;0;0;1.35999989509583;3908.0759999752;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.9.txt;463400;1.44000005722046;39;24.3519999980926;30204;13.0989999771118;38.8910000324249;688714;6.25300002098084;689209;6357.28900003433;78293;324.638999938965;6711.89299988747;225315;7.18099999427795;48653;78857;2.42400002479553;2941.02200007439;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.7.txt;463400;1.23000001907349;1;23.5519998073578;4778;8.6800000667572;33.4619998931885;688714;6.64100003242493;689359;6370.3220000267;14611;15.8519999980927;6420.61000013351;225315;6.99899983406067;9859;14637;2.53600001335144;3723.08800005913;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.5.txt;463400;1.28600001335144;19;23.7539999485016;18187;10.0060000419617;35.0460000038147;688714;6.26300001144409;690163;6363.16499996185;50385;166.018000125885;6558.93099999428;225315;7.07299995422363;32417;50604;3.48299980163574;3257.67499995232;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos500_prob_0.9.txt;463400;1.37000012397766;1;22.8570001125336;9217;2.48999977111816;26.7170000076294;688714;5.78799986839294;691161;6311.60400009155;27020;7.26999998092651;6348.61299991608;225315;7.20000004768372;17870;27087;0.423999786376953;3473.82399988174;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos500_prob_0.7.txt;463400;1.77199983596802;1;28.9279999732971;12853;3.55800008773804;34.2679998874664;688714;9.73499989509583;692952;6417.91000008583;37025;7.30699992179871;6466.75300002098;225315;7.62399983406067;24299;37152;0.334000110626221;3335.7380001545;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos500_prob_0.5.txt;463400;1.09999990463257;27;23.6349999904633;14799;3.02000021934509;27.7550001144409;688714;6.28200006484985;696455;6347.51600003243;41798;54.5499999523163;6431.74399995804;225315;7.17199993133545;27164;41963;1.11500000953674;3342.54699993134;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos500_prob_0.3.txt;463400;1.25999999046326;17;23.5610001087189;0;2.79299998283386;27.6150000095367;688714;5.47300004959106;703521;6396.91300010681;0;36.0309998989105;6462.47899985313;225315;7.14400005340576;0;0;1.90999984741211;3803.67100000381;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos750_prob_0.9.txt;463400;1.14499998092651;1;23.3589999675751;5096;3.31799983978271;27.8219997882843;688714;6.15700006484985;690123;6327.88499999046;15552;6.99600005149841;6364.73100018501;225315;6.61800003051758;10480;15576;0.463000059127808;3679.09599995613;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos750_prob_0.7.txt;463400;1.27899980545044;14;22.7810001373291;7484;3.3050000667572;27.3650000095367;688714;5.67599987983704;691159;6392.39099979401;22286;42.0980000495911;6464.22499990463;225315;6.66299986839294;14841;22325;0.80400013923645;3522.64800000191;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos750_prob_0.5.txt;463400;1.27100014686584;2;22.9339997768402;13448;3.53700017929077;27.7420001029968;688714;5.73099994659424;693194;6363.89100003243;38259;10.7579998970032;6404.02999997139;225315;6.7039999961853;24949;38397;0.555999994277954;3331.15100002289;0
University5_p_0.00001.db;lubm-ex-20_disjoint.owl;pos750_prob_0.3.txt;463400;1.04299998283386;56;23.9240000247955;11049;3.69700002670288;28.6640000343323;688714;5.75500011444092;701153;6422.84400010109;32165;138.991999864578;6590.58299994469;225315;6.13800001144409;21202;32251;4.78800010681152;2972.93000006676;0
University5_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.9.txt;463684;1.46000003814697;1;28.8889999389648;0;4.71600008010864;35.0650000572205;689566;7.34899997711182;690687;5490.21599984169;0;6.60700011253357;5533.54600000382;225886;5.90899991989136;0;0;0.549000024795532;3344.50300002098;0
University5_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.7.txt;463684;1.05700016021729;4;24.6949999332428;893;3.28999996185303;29.0420000553131;689566;5.0460000038147;691434;5477.83999991417;2841;16.779000043869;5524.14499998093;225886;6.0460000038147;1948;2841;0.65500020980835;3319.34800004959;0
University5_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.5.txt;463684;1.09100008010864;3;24.7990000247955;903;3.36800003051758;29.2580001354217;689566;5.75600004196167;692526;5484.13899993897;2895;14.0320000648499;5528.41600012779;225886;6.13099980354309;1992;2895;0.677000045776367;3324.53699994087;0
University5_p_0.00005.db;lubm-ex-20_disjoint.owl;pos1000_prob_0.3.txt;463684;0.990999937057495;13;24.7090001106262;0;3.51699995994568;29.2170000076294;689566;5.18799996376038;697413;5500.5150001049;0;44.5409998893738;5574.63399982452;225886;6.16600012779236;0;0;1.60199999809265;3414.69599986076;0
University5_p_0.00005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.9.txt;463684;0.944999933242798;1;26.1199998855591;4339;7.43600010871887;34.5009999275207;689566;5.33699989318848;689954;5550.75300002098;13344;12.8940000534058;5594.83099985123;225886;6.11299991607666;9025;13364;2.11600017547607;3246.15700006485;0
University5_p_0.00005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.7.txt;463684;1.21300005912781;2;26.4019999504089;2977;7.4300000667572;35.0450000762939;689566;5.3529999256134;690240;5552.11200022697;9158;20.289999961853;5603.80900001526;225886;6.10199999809265;6195;9172;2.2240002155304;3286.80000019073;0
University5_p_0.00005.db;lubm-ex-20_disjoint.owl;pos2500_prob_0.5.txt;463684;1.26700019836426;22;26.2079999446869;8693;8.36999988555908;35.8450000286102;689566;5.26399993896484;691051;5566.24000000954;25862;174.544999837875;5772.07299995422;225886;6.06800007820129;17228;25921;2.64199995994568;3105.82299995422;0
