
University0_p_0.000005.db,lubm-ex-20_disjoint.owl,pos250_prob_0.3.txt,75671,0.16700005531311035,4,2.383999824523926,6381,0.32200002670288086,2.872999906539917,37088,2.1689999103546143,9695,4.625999927520752,104.23300004005432,16076,0.09200000762939453,114.14800000190735
University0_p_0.00001.db,lubm-ex-20_disjoint.owl,pos250_prob_0.3.txt,75678,0.17100000381469727,35,2.567999839782715,1226,0.3080000877380371,3.046999931335449,37116,2.746000051498413,2468,1.944000005722046,132.01799988746643,3714,0.39100003242492676,140.02999997138977
University0_p_0.000005.db,lubm-ex-20_disjoint.owl,pos250_prob_0.4.txt,75671,0.12999987602233887,10,2.4119999408721924,14395,0.38699984550476074,2.929999828338623,37088,3.051999807357788,17459,9.350000143051147,73.15999984741211,31854,0.09100008010864258,88.92000007629395
University0_p_0.00001.db,lubm-ex-20_disjoint.owl,pos250_prob_0.4.txt,75678,0.1830000877380371,22,2.740999937057495,2046,0.4179999828338623,3.3420000076293945,37116,2.7100000381469727,3907,3.5289998054504395,120.26500010490417,5953,0.15700006484985352,130.95700001716614
University0_p_0.000005.db,lubm-ex-20_disjoint.owl,pos750_prob_0.3.txt,75671,0.19700002670288086,7,3.437999963760376,9481,0.7110002040863037,4.3460001945495605,37088,2.315000057220459,13078,7.139000177383423,83.27099990844727,22559,0.2869999408721924,96.20199990272522
University0_p_0.00001.db,lubm-ex-20_disjoint.owl,pos750_prob_0.3.txt,75678,0.2480001449584961,2,2.437999963760376,5166,0.5320000648498535,3.2180001735687256,37116,2.305999994277954,8296,4.323999881744385,104.49600005149841,13462,0.2999999523162842,114.86199998855591
University0_p_0.000005.db,lubm-ex-20_disjoint.owl,pos750_prob_0.4.txt,75671,0.3229999542236328,13,2.609999895095825,1034,0.7960000038146973,3.7289998531341553,37088,2.0920000076293945,2117,1.937999963760376,129.24699997901917,3151,0.36699986457824707,137.00299978256226
University0_p_0.00001.db,lubm-ex-20_disjoint.owl,pos750_prob_0.4.txt,75678,0.19499993324279785,1,2.569000005722046,6137,0.621999979019165,3.385999917984009,37116,2.7869999408721924,9665,5.572000026702881,99.82699990272522,15802,0.2239999771118164,112.50999999046326
University0_p_0.000005.db,lubm-ex-20_disjoint.owl,pos1000_prob_0.3.txt,75671,0.24900007247924805,1,2.4779999256134033,8582,0.8510000705718994,3.578000068664551,37088,2.1740000247955322,12232,5.598999977111816,82.31900000572205,20814,0.37400007247924805,93.80399990081787
University0_p_0.00001.db,lubm-ex-20_disjoint.owl,pos1000_prob_0.3.txt,75678,0.17400002479553223,1,2.4779999256134033,3415,0.8959999084472656,3.547999858856201,37116,2.17900013923645,5949,2.995000123977661,105.75699996948242,9364,0.37599992752075195,114.70899987220764
University0_p_0.000005.db,lubm-ex-20_disjoint.owl,pos1000_prob_0.4.txt,75671,0.19500017166137695,226,3.4789998531341553,28925,11.625999927520752,15.299999952316284,37088,2.2769999504089355,27229,15.91599988937378,37.96199989318848,56154,0.40200018882751465,72.21200013160706
University0_p_0.00001.db,lubm-ex-20_disjoint.owl,pos1000_prob_0.4.txt,75678,0.21300005912780762,25,2.7290000915527344,3446,1.120999813079834,4.062999963760376,37116,2.3430001735687256,6035,3.187000036239624,114.9779999256134,9481,0.44300007820129395,124.58800005912781
University0_p_0.000005.db,lubm-ex-20_disjoint.owl,pos2500_prob_0.3.txt,75671,0.22500014305114746,1,2.2860000133514404,2428,3.009000062942505,5.521000146865845,37088,2.435999870300293,4437,2.878000020980835,126.83599996566772,6865,2.6050000190734863,141.88000011444092
University0_p_0.00001.db,lubm-ex-20_disjoint.owl,pos2500_prob_0.3.txt,75678,0.2090001106262207,60,3.509000062942505,9545,5.263999938964844,8.98200011253357,37116,2.180999994277954,13262,6.036999940872192,81.25200009346008,22807,2.0789999961853027,99.83100008964539
University0_p_0.000005.db,lubm-ex-20_disjoint.owl,pos2500_prob_0.4.txt,75671,0.4660000801086426,7,2.5299999713897705,12302,3.240000009536743,6.236000061035156,37088,2.2380001544952393,15840,7.835000038146973,70.83100008964539,28142,2.2849998474121094,89.04999995231628
University0_p_0.00001.db,lubm-ex-20_disjoint.owl,pos2500_prob_0.4.txt,75678,0.19800019264221191,80,3.0989999771118164,11856,5.995000123977661,9.293000221252441,37116,2.1419999599456787,15396,7.25,71.92999982833862,27252,1.9170000553131104,92.98699998855591
University0_p_0.000005.db,lubm-ex-20_disjoint.owl,pos5000_prob_0.3.txt,75671,0.3710000514984131,1,4.88100004196167,4364,10.741999864578247,15.99399995803833,37088,2.421999931335449,7214,3.7259998321533203,103.63300013542175,11578,9.398000001907349,135.73100018501282
University0_p_0.00001.db,lubm-ex-20_disjoint.owl,pos5000_prob_0.3.txt,75678,0.3410000801086426,1,2.7300000190734863,15160,10.703999996185303,13.775000095367432,37116,2.3519999980926514,18122,9.153000116348267,62.94700002670288,33282,6.343999862670898,95.0809998512268
