
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos1000_prob_1.0.txt,110004,0.31800007820129395,2,7.415999889373779,627,0.9600000381469727,8.694000005722046,148667,2.055999994277954,148826,247.33300018310547,1564,2.3509998321533203,258.1489999294281,38712,2.26200008392334,937,1564,0.3900001049041748,148.92400002479553
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos1000_prob_0.9.txt,110004,0.28800010681152344,1,6.6559998989105225,231,0.8920001983642578,7.836000204086304,148667,1.9930000305175781,148864,260.05099987983704,593,1.996999979019165,270.646999835968,38712,2.308000087738037,363,594,0.4380002021789551,160.36700010299683
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos1000_prob_0.8.txt,110004,0.2999999523162842,7,6.671000003814697,0,0.9340000152587891,7.9049999713897705,148667,2.009999990463257,148920,284.8479998111725,0,5.368000030517578,298.87599992752075,38712,2.68500018119812,0,0,0.4509999752044678,197.71600008010864
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos1000_prob_0.7.txt,110004,0.2799999713897705,4,8.045000076293945,670,1.1649999618530273,9.490000009536743,148667,2.489000082015991,149040,332.9230000972748,1726,3.4149999618530273,346.7440001964569,38712,2.890000104904175,1059,1729,0.4759998321533203,187.21999979019165
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos1000_prob_0.6.txt,110004,0.3509998321533203,4,7.51800012588501,0,1.0460000038146973,8.914999961853027,148667,2.2929999828338623,149060,308.2330000400543,0,3.4679999351501465,321.5390000343323,38712,2.614000082015991,0,0,0.5250000953674316,190.57200002670288
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos1000_prob_0.5.txt,110004,0.34200000762939453,6,7.441999912261963,207,1.059000015258789,8.842999935150146,148667,2.3539998531341553,149139,306.80200004577637,542,4.482000112533569,321.0620000362396,38712,2.555000066757202,335,542,0.48399996757507324,194.3090000152588
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos2500_prob_1.0.txt,110004,0.4440000057220459,3,11.714999914169312,545,4.091000080108643,16.25,148667,2.5320000648498535,148718,314.6229999065399,1311,6.988000154495239,335.72300004959106,38712,2.697000026702881,768,1313,1.9950001239776611,200.3329999446869
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos2500_prob_0.9.txt,110004,0.4440000057220459,4,11.586000204086304,338,4.039999961853027,16.070000171661377,148667,2.4140000343322754,148744,312.62400007247925,883,7.996999979019165,334.7060000896454,38712,2.6389999389648438,546,884,1.9650001525878906,198.49000000953674
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos2500_prob_0.8.txt,110004,0.3859999179840088,6,11.895999908447266,159,3.9230000972747803,16.204999923706055,148667,2.3590002059936523,148781,313.7300000190735,411,10.568000078201294,338.3990001678467,38712,2.694999933242798,252,411,2.4679999351501465,200.78399991989136
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos2500_prob_0.7.txt,110004,0.3280000686645508,2,11.957000017166138,264,4.123999834060669,16.408999919891357,148667,2.5299999713897705,148807,311.82999992370605,699,5.884999990463257,332.10199999809265,38712,2.6059999465942383,435,699,2.425999879837036,199.26799988746643
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos2500_prob_0.6.txt,110004,0.370999813079834,6,12.055000066757202,628,4.022000074386597,16.447999954223633,148667,2.564000129699707,148840,310.0310001373291,1567,10.75600004196167,335.21200013160706,38712,2.76200008392334,939,1567,2.6429998874664307,200.70499992370605
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos2500_prob_0.5.txt,110004,0.41900014877319336,4,11.697999954223633,469,4.078999996185303,16.19700002670288,148667,2.614999771118164,148942,310.4079999923706,1192,8.065000057220459,332.952999830246,38712,2.630999803543091,724,1193,2.5280001163482666,197.90700006484985
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos5000_prob_1.0.txt,110004,0.7680001258850098,1,18.819999933242798,276,13.350000143051147,32.938000202178955,148667,2.6700000762939453,148688,316.49000000953674,710,15.241000175476074,353.2260000705719,38712,2.9079999923706055,435,711,6.977999925613403,225.7170000076294
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos5000_prob_0.9.txt,110004,0.5469999313354492,3,18.865000009536743,225,13.582000017166138,32.99399995803833,148667,2.698000192642212,148706,289.90199995040894,580,17.675999879837036,329.01900005340576,38712,2.7209999561309814,355,580,6.039999961853027,211.73399996757507
University0_p_0.001.db,lubm-ex-20_disjoint.owl,pos5000_prob_0.8.txt,110004,0.7080001831054688,4,18.07699990272522,487,13.263000011444092,32.04800009727478,148667,2.6579999923706055,148729,291.6230001449585,1242,19.628000020980835,332.00600004196167,38712,2.757999897003174,756,1243,10.562000036239624,216.25400018692017
