Conflicts_size,Conflicts_time,Cpi_acceptance_result,Cpi_acceptance_time,Dominant_supports_result,Dominant_supports_time,Total_time,assertions_in_conflict
20,40.735000133514404,True,123.96000003814697,True,40.735000133514404,167.45700001716614,20
200,41.263999938964844,True,134.2829999923706,True,41.263999938964844,178.74900007247925,200
500,41.55800008773804,False,10.670000076293945,False,41.55999994277954,55.4539999961853,500
200,41.700000047683716,True,124.82500004768372,True,41.70099997520447,169.89800000190735,200
