Conflicts_size,Conflicts_time,Cpi_acceptance_result,Cpi_acceptance_time,Dominant_supports_result,Dominant_supports_time,Total_time
2502,45.63300013542175,True,80.74300003051758,True,45.63499999046326,129.63000011444092
2502,42.71299982070923,True,68.50600004196167,True,42.71499991416931,114.2960000038147
2502,41.12400007247925,True,73.77799987792969,True,41.12700009346008,118.18700003623962
2502,40.82800006866455,True,101.29399991035461,True,40.830000162124634,144.89000010490417
2502,41.47699999809265,True,101.62400007247925,True,41.480000019073486,146.32200002670288
2502,44.890000104904175,True,55.21500015258789,True,44.89199995994568,103.16499996185303
2502,48.82299995422363,True,72.41199994087219,True,48.82599997520447,124.20099997520447
2502,50.257999897003174,True,75.26999998092651,True,50.25999999046326,128.9720001220703
2502,51.75499987602234,True,76.26100015640259,True,51.757999897003174,131.48200011253357
2502,52.08500003814697,True,70.4670000076294,True,52.08899998664856,126.23199987411499
