<http://dbpedia.org/resource/Gorno_Trape>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Village>|"2017-12-05T09:22:35Z"^^xsd:dateTime|"2024-08-20T18:40:36Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/ANUIES__PersonFunction__1>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/PersonFunction>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/First_Day_Out_(Kodak_Black_song)>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Song>|"2022-03-31T12:58:31Z"^^xsd:dateTime|"2023-05-22T17:59:32Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Kaarlijärve>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Village>|"2021-07-27T22:39:18Z"^^xsd:dateTime|"2021-07-27T22:39:18Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Željko_Mrvaljević__CareerStation__16>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/List_of_Mercedes-Benz_trucks__1928-1930__5>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Activity>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Ina_Ethe>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Album>|"2021-01-16T16:32:23Z"^^xsd:dateTime|"2024-09-04T08:04:05Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Scooter_Magruder__PersonFunction__1>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/PersonFunction>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Godern>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Settlement>|"2022-06-10T20:51:01Z"^^xsd:dateTime|"2022-06-10T20:51:01Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Alpheus_Ellis>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Person>|"2022-01-02T20:58:20Z"^^xsd:dateTime|"2024-07-11T19:27:53Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/COVID-19_pandemic_in_Saint_Pierre_and_Miquelon>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Pandemic>|"2022-10-12T23:10:00Z"^^xsd:dateTime|"2025-02-03T22:38:46Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Phytoecia_kabateki>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Insect>|"2019-07-06T05:10:12Z"^^xsd:dateTime|"2024-10-04T09:35:10Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Emanuele_Cicerelli__CareerStation__3>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Banu_al-Azafi>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://www.w3.org/2002/07/owl#Thing>|"2021-12-15T22:08:21Z"^^xsd:dateTime|"2024-11-07T08:24:10Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Dhani_Pind>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Village>|"2018-07-01T16:30:31Z"^^xsd:dateTime|"2024-12-02T01:32:15Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Hu_Jun_(footballer)__CareerStation__2>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Galaxy_Star>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/TelevisionShow>|"2022-06-15T18:52:40Z"^^xsd:dateTime|"2024-12-21T18:27:30Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/WYKZ>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/RadioStation>|"2021-10-28T05:15:58Z"^^xsd:dateTime|"2025-01-12T17:44:22Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Razorback_(film)>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Film>|"2022-07-17T03:25:09Z"^^xsd:dateTime||instance-types_lang=en_specific
<http://dbpedia.org/resource/Eudoliche_major>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Insect>|"2021-01-08T04:01:33Z"^^xsd:dateTime|"2024-07-15T02:09:09Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Joe_Clennell__CareerStation__5>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Ioan_Neag__CareerStation__13>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Güssenburg_Castle>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://www.w3.org/2002/07/owl#Thing>|"2021-09-25T01:20:15Z"^^xsd:dateTime|"2023-10-08T18:03:40Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Tri_Rahmad_Priadi__CareerStation__11>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/The_Accelerators>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Band>|"2022-11-22T20:54:53Z"^^xsd:dateTime|"2023-09-27T13:10:49Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/2006–07_Heart_of_Midlothian_F.C._season__David_Armstrong__1>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/SportsTeamMember>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/James_Koko_Lomell__CareerStation__16>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Patrick_Daka__CareerStation__6>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Gao_Erwei>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Athlete>|"2022-11-06T00:58:19Z"^^xsd:dateTime|"2024-12-24T20:21:28Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Night_letter>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://www.w3.org/2002/07/owl#Thing>|"2021-12-28T02:58:29Z"^^xsd:dateTime|"2025-01-29T07:08:42Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Billy_Garton__CareerStation__8>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Deepak_Sharma_(director)>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Person>|"2022-01-20T21:10:24Z"^^xsd:dateTime|"2024-05-17T23:35:33Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Fernandinho_(footballer,_born_February_1997)__CareerStation__3>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/J._P._Bowersock>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://www.w3.org/2002/07/owl#Thing>|"2022-09-20T10:23:59Z"^^xsd:dateTime|"2024-02-10T22:08:18Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Hwaseong_FC__Heo_Deok-il__1>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/SportsTeamMember>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/2010_MLS_All-Star_Game__Brad_Davis__1>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/SportsTeamMember>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Daniel_Deribe__CareerStation__1>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Bula_(horse)>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Horse>|"2022-06-15T21:02:06Z"^^xsd:dateTime|"2024-07-15T23:21:58Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Øystein_Hesjedal__CareerStation__2>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Albert_Heywood__CareerStation__3>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Fredlin_Mompremier__CareerStation__5>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Sly_James>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Politician>|"2022-05-27T14:35:11Z"^^xsd:dateTime|"2024-12-03T03:21:53Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Klajdi_Kuka__CareerStation__9>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/CareerStation>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/List_of_best-selling_albums_in_Italy__1984__1>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://www.w3.org/2002/07/owl#Thing>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Mirrool>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/AdministrativeRegion>|"2022-10-18T16:42:45Z"^^xsd:dateTime||instance-types_lang=en_specific
<http://dbpedia.org/resource/La_Vitréenne_FC__Karl_Treche__1>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/SportsTeamMember>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/West_Goshen_Township,_Chester_County,_Pennsylvania__West_Goshen_Township__1__PoliticalFunction__1>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/PoliticalFunction>|||instance-types_lang=en_specific
<http://dbpedia.org/resource/Simon_Lillibridge_Farm>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/HistoricPlace>|"2020-12-03T17:12:56Z"^^xsd:dateTime|"2025-01-25T04:55:42Z"^^xsd:dateTime|instance-types_lang=en_specific
<http://dbpedia.org/resource/Pseudhammus_discoideus>|<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>|<http://dbpedia.org/ontology/Insect>|"2022-02-09T18:21:44Z"^^xsd:dateTime|"2022-02-09T18:21:44Z"^^xsd:dateTime|instance-types_lang=en_specific
